Id_Investment,y,x,Year,Country,Investor,Investor_2,Vector,Path,Area_EN,Area_ES,Detail_EN,Detail_ES,Investment,Location,Project_Type,Greenfield,Acquisition,Joint_Venture,Construction,Origin of seller,Stake,Research,Caso1,Link1,Caso2,Link2,Caso3,Link3,source 1 ,source 2,source 3,source 4,,,,,,,
012100,4.321430595, -75.24819133,2013,Colombia,Sinochem,,0,1,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,4.21865793, -75.32612447,2013,Colombia,Sinochem,,0,1,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,3.589765127, -75.25363434,2013,Colombia,Sinochem,,0,1,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,3.394689366, -75.27999397,2013,Colombia,Sinochem,,0,1,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,3.150373291, -75.35424782,2013,Colombia,Sinochem,,0,1,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,3.085223751, -75.41977308,2013,Colombia,Sinochem,,0,1,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,2.966109983, -75.39756283,2013,Colombia,Sinochem,,0,1,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,7.9834894, -75.81114239,2013,Colombia,Sinochem,,0,2,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,7.787973, -75.57960836,2013,Colombia,Sinochem,,0,2,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,7.539444495, -75.39671009,2013,Colombia,Sinochem,,0,2,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,7.244723635, -75.4197561,2013,Colombia,Sinochem,,0,2,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,7.117442357, -75.44186461,2013,Colombia,Sinochem,,0,2,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,6.919206898, -75.36547182,2013,Colombia,Sinochem,,0,2,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,6.697480299, -75.25661308,2013,Colombia,Sinochem,,0,2,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,6.507340482, -75.10180496,2013,Colombia,Sinochem,,0,2,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,6.427199713, -74.91447407,2013,Colombia,Sinochem,,0,2,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,6.379147907, -74.69798553,2013,Colombia,Sinochem,,0,2,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,6.251447149, -74.5748395,2013,Colombia,Sinochem,,0,2,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
012100,6.055395668229536 , -74.54997987,2013,Colombia,Sinochem,,0,2,energy,energía,Total's Tepma assets ,Activos Tepma de Total,980,Casanare,Acquisition,0,1,0,,France,,,,,,,,,https://www.business-standard.com/article/international/total-sells-colombian-unit-to-china-s-sinochem-112020800183_1.html,http://www.researchinchina.com/news/NewsInfo.aspx?Id=30341,https://www.upstreamonline.com/online/sinochem-takes-totals-tepma/1-1-1115612?zephr_sso_ott=9KPQRw,,,,,,,,
013100,4.81514707999998, -73.773811189,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Cundinamarca,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
013100,3.59925945100003, -74.879413727,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Tolima,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
013100,4.75095092499998, -73.583444364,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Cundinamarca,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
013100,3.66584196299999, -75.346943627,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Tolima,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
013100,5.86273231299998, -73.722899252,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Santander,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
013100,4.75946669099999, -73.66575402,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Cundinamarca,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
013100,5.41764105800001, -73.901375485,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Cundinamarca,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
013100,4.72841384600002, -74.080596774,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Cundinamarca,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
013100,4.20874718599997, -74.33315735,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Cundinamarca,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
013100,5.581030822, -73.685346311,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Boyaca,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
013100,5.41764670899999, -73.901372099,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Cundinamarca,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
013100,4.776099229, -73.619913851,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Cundinamarca,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
013100,4.72756828899997, -74.084555999,2012,Colombia,China National Offshore Oil Corporation,,1,0,energy,energía,Assets in Colombia acquired from Nexen Petroleum,Activos en Colombia adquiridos de Nexen Petroleum,185,Cundinamarca,Acquisition,0,1,0,,Canada,,,,,,,,,Dussels Peters,,,,,,,,,,
014100,3.4418, -73.3397,2006,Colombia,Sinopec,,1,0,energy,energía,Mansarovar Energy Colombia Ltd (JV with ONGC),Mansarovar Energy Colombia Ltd (JV con ONGC),850,Meta,?,0,1,1,,Colombia,,,,,,,,,https://www.bnamericas.com/en/company-profile/mansarovar-energy-colombia-ltd-mansarovar/,Dussels Peters,https://mansarovar.com.co/quienes-somos/,,,,,,,,
015100,x,,2014,Colombia,Huawei,,,,ICT,TIC,New office in Bogota,Nueva oficina en Bogota,"6,4-20","Bogotá, Distrito Capital",Greenfield,1,0,0,,,,,,,,,,,Dussels Peters,https://folou.co/colombia/huawei-invertira-colombia-millones-desarrolladores/,,,,,,,,,
016100,7.9818784460225,-75.8104285998127,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Córdoba,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,7.7851943177989,-75.5751935407941,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Córdoba,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,7.5389509879921,-75.3964052963618,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Córdoba,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,7.2595271145895,-75.4204077927127,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Córdoba,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,7.1161679092189,-75.4396795239181,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Córdoba,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.9871066949705,-75.3891433139651,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.9129562208589,-75.3650962468894,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.6925721408916,-75.2520399872315,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.6493755879343,-75.2159371398253,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.5051080889144,-75.1003465504363,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.4258608563616,-74.9147113794954,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.3802773592355,-74.6985089788530,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.2487532923666,-74.5736894673448,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.0527706084174,-74.5498527610959,2014,Colombia,Hydrochina,,0,1,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,7.9818784460225,-75.8104285998127,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Córdoba,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,7.7851943177989,-75.5751935407941,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Córdoba,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,7.5389509879921,-75.3964052963618,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Córdoba,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,7.2595271145895,-75.4204077927127,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Córdoba,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,7.1161679092189,-75.4396795239181,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Córdoba,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.9871066949705,-75.3891433139651,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.9129562208589,-75.3650962468894,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.6925721408916,-75.2520399872315,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.6493755879343,-75.2159371398253,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.5051080889144,-75.1003465504363,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.4258608563616,-74.9147113794954,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.3802773592355,-74.6985089788530,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
016100,6.2487532923666,-74.5736894673448,2014,Colombia,Hydrochina,,0,2,energy,energía,Master Plan for the Development of the Magdalena River,Plan Maestro para el Desarrollo del Río Magdalena,6,Antioquia,Greenfield,1,0,0,,,,,,,,,,,https://www.chinaenamericalatina.info/plan-maestro-del-rio-magdalena/,https://conflictosambientales.unal.edu.co/oca/assets/doc/Rio%20Magd%20-%200%20I%20-%20Cormagdalena%20Hydrochina_Plan%20Maestro%20de%20Aprovechamiento%20del%20Rio.PDF,,,,,,,,,
